GradientNorms,TimeTaken,FunctionValues,Accuracy
116.73071561342712,0.0004949569702148438,2.4137965057697435,0.9
64.33963487581131,0.004463672637939453,0.8123906904948389,
35.7974271124702,0.004959583282470703,0.6742567249707349,
10.00296265615337,0.0223538875579834,0.6186523395590595,
10.19127407309643,0.023310422897338867,0.5871504823887622,
9.270976692159433,0.024339675903320312,0.5771151270281561,
10.327408041670083,0.02483534812927246,0.5492063321075418,
8.739059954041164,0.027810335159301758,0.5397686832394994,
9.853210308715356,0.028306007385253906,0.522483825669368,
8.29176199770945,0.03075122833251953,0.5137805670988143,
8.266354516172175,0.03223896026611328,0.5029357336348859,
8.777370470861914,0.05753517150878906,0.49168033444717185,
7.821108993707314,0.058031320571899414,0.48913923296487904,
7.700790734176425,0.060015201568603516,0.47998077940830497,
7.016743670571821,0.060511112213134766,0.4754114189066063,
4.371482413990536,0.06100726127624512,0.3372405423307205,
4.456136740477428,0.06497502326965332,0.3336642975388255,
4.12138390948276,0.06547117233276367,0.33297962389653735,
3.8769873904031305,0.06646323204040527,0.33032019352359343,
4.515829205052966,0.07191896438598633,0.32432012300969604,
4.023706462841241,0.07638311386108398,0.32157304455591273,
4.1345072722634155,0.08183908462524414,0.31843992748495104,
3.6614767025740593,0.08481502532958984,0.31604713795704015,
3.4336879886359384,0.08581995964050293,0.3144454895666231,
3.8315016580330465,0.08581995964050293,0.2779439690042496,
2.6971807553834655,0.08679890632629395,0.2767059127389174,
2.7482724882718563,0.08779096603393555,0.27428098754389907,
2.9002739002412627,0.08977508544921875,0.272089618498026,
2.900510837738159,0.09823727607727051,0.27030662813514206,
2.510159732056985,0.09873366355895996,0.2691158012880326,
2.53079488483287,0.09922957420349121,0.2665448128124212,
3.0042551932857124,0.14089703559875488,0.2637132947571262,
2.5195397726385886,0.14436697959899902,0.26235196296095875,
2.346723400883623,0.14436697959899902,0.2616500255730482,
3.036479752818912,0.2753174304962158,0.25023129213202194,
2.5749887940577203,0.27581191062927246,0.24982379684102263,
2.2261608333186,0.277299165725708,0.24869951525990655,
2.502413242358651,0.2782907485961914,0.24692987972386307,
2.236076942713771,0.2832489013671875,0.24579068600104215,
2.246566384295491,0.286191463470459,0.24449441405573274,
2.193659200368881,0.288210391998291,0.24329699439744928,
2.1878231277677274,0.2892017364501953,0.24206636042794571,
1.9687782126193054,0.28969597816467285,0.2415210232492895,
2.145932632627726,0.290191650390625,0.23785837268996118,
2.096480081311248,0.29267287254333496,0.23676399503216464,
2.1259077396299353,0.2961461544036865,0.23561575326970186,
1.9849692822110154,0.2966315746307373,0.2354048113063887,
2.1611727281283,0.29763174057006836,0.23406162176225803,
1.9602485910198288,0.2986257076263428,0.2331208472759714,
1.796714464818231,0.2991209030151367,0.23252594206592753,
2.172671702141887,0.3075718879699707,0.2077403082416897,
1.358397535635141,0.3090066909790039,0.20713400292879547,
0.7180638793632975,0.31003308296203613,0.13748090418836223,
0.46474452491143325,0.3105287551879883,0.13734802707095425,
0.4627209525072707,0.3105287551879883,0.1373289698063851,
0.5679305370961715,0.3125121593475342,0.13671038800709048,
0.45218663924351693,0.31300783157348633,0.1366088309006857,
0.45895116535751146,0.3135037422180176,0.13640919360476492,
0.513448587397363,0.31400179862976074,0.13619116977439452,
0.4829849739577316,0.31499338150024414,0.13606779331550375,
0.5068556339952978,0.31697893142700195,0.13592045362955293,
0.46417268523378086,0.3174729347229004,0.13588779226990452,
0.5036967088043867,0.31995463371276855,0.13572242441479146,
0.5002418658740495,0.3204481601715088,0.13572009382564726,
0.4425207407274642,0.32094645500183105,0.135669239434869,
0.5345597446688869,0.32193589210510254,0.13539078589708062,
0.4778932531562582,0.3516702651977539,0.13527505836485765,
0.45217166683763843,0.35218381881713867,0.1352517937374139,
0.5069519699683883,0.3536498546600342,0.13508139922991413,
0.4240670405551306,0.3541419506072998,0.13500000130184872,
0.4568473232597709,0.35466456413269043,0.13451114802639558,
0.41939238127805156,0.3556647300720215,0.1344262569447946,
0.488045135599504,0.35616064071655273,0.1341250015591742,
0.4203409290616073,0.35715293884277344,0.13403509946747325,
0.5053898957171505,0.364593505859375,0.13380964701883352,
0.4444544806628102,0.3744959831237793,0.13370792094342132,
0.4459582894943765,0.3749997615814209,0.13359289600602742,
0.47507830840344095,0.377979040145874,0.13346659794551136,
0.4375012510160952,0.3824317455291748,0.1333662276986933,
0.47290984170839273,0.38293981552124023,0.13323679930975188,
0.44577083001209494,0.39583587646484375,0.13313399385095803,
0.43497599152135297,0.3963315486907959,0.13312564793200926,
0.3962888990857986,0.39682698249816895,0.13306620542520672,
0.4228056882522602,0.3973228931427002,0.12780796986938273,
0.3708196133045894,0.4215977191925049,0.12773675716659452,
0.371511941628816,0.42308545112609863,0.12765732957482318,
0.34034035770983173,0.42407822608947754,0.127597822057498,
0.429308316972519,0.4325098991394043,0.12741384597365843,
0.4119893332055758,0.4325098991394043,0.12740727213384578,
0.3353928762770956,0.4335031509399414,0.12736650392268783,
0.42098375723759507,0.434495210647583,0.12714035807763718,
0.36319430443878914,0.436478853225708,0.12707146430028116,
0.34023427883452323,0.43796706199645996,0.1270083163250434,
0.3983195867836638,0.4424304962158203,0.126880613917391,
0.3554344082341629,0.4463989734649658,0.12681366459108454,
0.3482621690394774,0.4474203586578369,0.12674198977639217,
0.33837898478557643,0.44791674613952637,0.12667468819822222,
0.3578177940798008,0.4484102725982666,0.12657839056514633,
0.3585074146142538,0.44890594482421875,0.12650295925552107,
0.3263492412582637,0.4498708248138428,0.12645165909992137,
0.36450027814843317,0.4508631229400635,0.12626648266769602,
0.36634100098194633,0.4548492431640625,0.12619187363701662,
0.33748216358080474,0.45533108711242676,0.1261730726397797,
0.36945300430467154,0.45631909370422363,0.12607487158646227,
0.3417335023367353,0.45684146881103516,0.12601091782258073,
0.3491177136326073,0.4583089351654053,0.12593245148524887,
0.3673670433305628,0.46127867698669434,0.1258513496173317,
0.3579869574552044,0.46524667739868164,0.12578140009411806,
0.3682643179930776,0.4732217788696289,0.125705597177599,
0.31800099036863416,0.4742112159729004,0.12565903132970654,
0.40639854202398584,0.4752027988433838,0.12523164497099695,
0.34566954578751413,0.47570276260375977,0.12516828596506266,
0.3267091632655054,0.4761943817138672,0.125108106198514,
0.33979882479067836,0.4776473045349121,0.12502473540971595,
