GradientNorms,TimeTaken,FunctionValues
1423127.125730366,0.20061969757080078,5035430.609121556
1661978313.594927,0.20210719108581543,11196606544.62145
13239046518.994917,0.20359587669372559,2246715976.3930645
123698472213.24904,0.20508337020874023,112466814850.24615
163226256.51426014,0.20706748962402344,965176846.3821926
162964249.41937178,0.20905017852783203,964788863.0283829
68380515.89721027,0.2105393409729004,848320447.9421488
66955462.94285194,0.21202635765075684,813684472.7654886
24174049.243489932,0.21400904655456543,108760366.40578975
8992224568.541151,0.21549701690673828,591866287.6870972
1595938470.2538524,0.21698713302612305,21193990.408675186
7037679.635769027,0.2184746265411377,2633366.6738495626
7024423.275881466,0.21996235847473145,2632645.513924113
1339541.0182877183,0.22194647789001465,2441989.778016348
1317549.8094930311,0.2234334945678711,2428719.600390717
112040.47154999971,0.2254188060760498,2035005.6873446468
72956540.70955965,0.22690510749816895,2069100.1517029724
1838246.0963751094,0.2283933162689209,2030338.1772295767
91781.11343166899,0.23037934303283691,2030313.4918142788
91779.17134473356,0.23186540603637695,2030313.3690466506
91254.67415047775,0.23335528373718262,2030247.4571515357
91197.74651715883,0.23533868789672852,2030181.9306343424
90370.51793450277,0.23682737350463867,2029144.5155817294
49608178.97572159,0.23931336402893066,2038590.4904378832
891171.123894967,0.24129056930541992,2020662.8787835399
108291.2027299697,0.24327421188354492,2020657.0059918696
108211.92260637046,0.24476885795593262,2020656.8351423198
85613.16056763781,0.24674701690673828,2020585.815348995
85556.87263363828,0.2487320899963379,2020531.1522367161
82715.8289514466,0.2507166862487793,2015677.1522540972
153948910.2837054,0.2526986598968506,2183349.8211402437
160582.72409518424,0.2546823024749756,2010644.8577459897
80001.13522051102,0.2566661834716797,2010644.623197659
80001.01977148069,0.25896406173706055,2010644.529920779
79770.47337346536,0.26112961769104004,2010274.6081039372
86446.81009542814,0.2626175880432129,2009911.2216595393
79379.20622549191,0.2646012306213379,2009853.7397130663
572217.532326789,0.26608943939208984,2009809.1448624406
82226.85521604735,0.2675774097442627,2009806.7131317768
79197.74748295915,0.26906514167785645,2009806.6181556657
79197.67520015285,0.2705533504486084,2009806.526741741
76656.28877313154,0.27204179763793945,2003681.5723783902
162358.1983186624,0.2735292911529541,1998163.0511344795
4054642.633683688,0.2756006717681885,1999181.9041671199
61910316.31112115,0.27700209617614746,2026916.0648473457
551324.112667523,0.27898550033569336,1998983.399948942
550260.860190978,0.2804758548736572,1998978.9743218475
460091.9103368922,0.2824578285217285,1998632.4383882708
75322.3363760819,0.28394556045532227,1997822.5267950078
75627.39834382969,0.2859468460083008,1997780.281934624
600106.1836985477,0.2879142761230469,1997776.6846491757
75180.38392412447,0.289898157119751,1997774.0191727183
75179.97063713675,0.29237842559814453,1997773.9367988978
75179.57971266481,0.29436326026916504,1997773.799958
71720.92323969357,0.29634547233581543,1995514.329245454
70822.9590299923,0.29833221435546875,1993378.4557604303
288891972.3022172,0.30031466484069824,2596981.669516623
75861.79235153363,0.30229830741882324,1988814.7613969804
68666.22450387116,0.30428338050842285,1988814.6851010849
68666.19400403647,0.3067624568939209,1988814.6163833411
68493.02457035964,0.30895423889160156,1988039.9691856417
118715.29292784177,0.31122589111328125,1987304.9384338944
68162.32374812798,0.3137061595916748,1987233.656177669
430431.5353595339,0.3156895637512207,1987200.4346033498
72763.09170456018,0.3176734447479248,1987199.0516218657
67990.98066328856,0.31916141510009766,1987198.9793544074
67990.95311567659,0.3206503391265869,1987198.9119814588
54528.20387305553,0.32263612747192383,1938453.4956590245
579494.0764323672,0.3241236209869385,1919989.916663547
1501014651.0431638,0.32610607147216797,18496596.61954538
18909324.560311057,0.3275940418243408,2080483.3511739715
6697928.188396406,0.3295774459838867,2077550.2210378498
6684837.097196971,0.3310661315917969,2076896.849516188
200241.94887170117,0.3325531482696533,1910240.8541488873
196347.01163360447,0.3345372676849365,1909944.95582065
1244993.94818976,0.3360264301300049,1902589.7116117394
693482347.68376,0.3380093574523926,5407029.8526792135
50710.34438885566,0.33949804306030273,1902557.4659237633
50710.340549967645,0.3409876823425293,1902557.4284458903
50618.565641316745,0.3429691791534424,1901643.7528731062
49534.42805161926,0.34445691108703613,1880536.9274682922
1875190397.6925483,0.3459453582763672,27484017.34941777
580712.9030611367,0.34743356704711914,1860272.637963648
571473.4064923676,0.3489217758178711,1860267.7961220003
570288.8166798478,0.35040950775146484,1860262.7192434613
49022.78586176636,0.351898193359375,1859041.9624348693
49021.79135889357,0.35338592529296875,1859024.0537527436
50693.42359688547,0.3548743724822998,1857572.771266548
12051495.62835763,0.35636186599731445,1858598.8170518205
48980.99379590047,0.3578519821166992,1857540.4388478198
48980.992901879545,0.3598337173461914,1857540.4038825443
48980.98817086106,0.36132216453552246,1857540.1997238083
48944.28651119102,0.3628098964691162,1854376.8235221147
49031.36378974189,0.36429738998413086,1851220.4452317695
65161957.280541435,0.36578798294067383,1881111.755272177
49238.88974643768,0.36727476119995117,1850170.331022628
48864.06779651812,0.3687624931335449,1850170.295956135
48864.06690048436,0.37024927139282227,1850170.2611575497
48836.247072617385,0.371737003326416,1848011.3376824562
49612.85434479833,0.3737213611602783,1845855.6778749723
2734665.7172946534,0.3762013912200928,1845799.9267992037
660157.0462222727,0.37868189811706543,1845748.518108961
70065.16566269651,0.38066720962524414,1845745.3065494911
69994.664387401,0.38265204429626465,1845745.2350385552
48807.42142670627,0.3851308822631836,1845718.1043663542
48806.46625353248,0.3871147632598877,1845700.3523498788
67196.91081453877,0.38959479331970215,1844517.1866496427
2240166.223197752,0.3920741081237793,1844552.0080216036
48774.82523676508,0.39455509185791016,1844515.4217512165
48774.82451606297,0.3970348834991455,1844515.3870796622
48761.92823093508,0.3990187644958496,1843817.98415788
48731.76432493818,0.401003360748291,1840668.235989946
155260612.96012393,0.40299272537231445,2012152.981187969
48729.39771138262,0.40546631813049316,1836492.3439694718
48660.79430454536,0.40744948387145996,1836492.3094111632
48660.792858109104,0.4109218120574951,1836492.2749011733
48658.5377225976,0.4129054546356201,1836384.946618091
48692.04997312733,0.41538548469543457,1836277.3208141816
48758.35560523742,0.41786694526672363,1836256.4678912482
554358.2085300926,0.42034482955932617,1836252.6630334153
48653.72146628334,0.4223310947418213,1836250.4063769365
48653.71600194486,0.42481184005737305,1836250.371877349
48653.711144343506,0.4272909164428711,1836250.316149098
48652.62117717978,0.4292747974395752,1836225.2706285233
48651.910628804944,0.4312574863433838,1836200.179486598
48650.63263182632,0.43274688720703125,1836142.0008799005
397509.72524794604,0.43473005294799805,1835978.3272934237
48761.61217375224,0.43671488761901855,1835977.158380836
48652.91068855801,0.4382023811340332,1835977.1238052223
48652.88591155617,0.4401850700378418,1835977.089302853
48646.386061235564,0.44263172149658203,1835958.9409168675
48646.01665381483,0.4441537857055664,1835940.7930325558
48680.04970296386,0.446138858795166,1835417.1459205614
3665713.527444578,0.44762587547302246,1835453.6752689844
48635.51548130119,0.44960880279541016,1835355.7386050154
48635.50944000658,0.4510974884033203,1835355.7041312403
48635.5087902132,0.4530818462371826,1835355.667703216
48634.38580114465,0.45456933975219727,1835230.1485927987
48662.60184005696,0.45655345916748047,1835104.2055399006
48771.272847188426,0.45804381370544434,1835083.698059305
437494.2753038466,0.46052098274230957,1835080.9695244455
48631.77308776721,0.4620096683502197,1835079.5575391124
48631.77033983245,0.4639930725097656,1835079.5230706453
48631.75976965864,0.4654819965362549,1835079.3704012155
48630.98662647341,0.46696996688842773,1835056.8927870991
48630.61553720344,0.4684581756591797,1835034.3304916718
48634.18191392343,0.46994638442993164,1834951.7721545964
218486.99979384692,0.4714343547821045,1834941.2858179784
48629.223843520376,0.4724252223968506,1834940.9207243323
48629.22105097616,0.4744100570678711,1834940.8862594755
48629.220451419074,0.47589731216430664,1834940.8477015707
48625.908078201064,0.4773857593536377,1834516.5545342134
50199.251884849036,0.47887444496154785,1834091.1816149154
49947.55391952525,0.4803619384765625,1834072.2248717262
3295800.3943588235,0.48184919357299805,1834141.4041583242
48616.80802711092,0.4833371639251709,1834062.2327969896
48616.80297989495,0.48482561111450195,1834062.1983497315
48616.79867731662,0.486314058303833,1834062.1437417574
48615.94874179018,0.48780179023742676,1834040.5127451625
48615.60371534618,0.4892892837524414,1834018.857186417
48614.37600107015,0.49077820777893066,1833923.5826465567
1231223.9586207764,0.4922654628753662,1833570.9072397684
48697.43762655933,0.49375319480895996,1833559.8434600525
48620.366690966024,0.495241641998291,1833559.8089530738
48620.32129706968,0.49672961235046387,1833559.7744906156
48608.62147754249,0.4982173442840576,1833541.965339973
48608.35968501043,0.49970579147338867,1833524.1597494343
48614.39120033025,0.5011930465698242,1831935.0381425228
30888736.65342717,0.5026817321777344,1838257.3683468155
48578.47087605389,0.5041699409484863,1831304.6732424994
48577.72745405574,0.5056579113006592,1831304.6388500717
48577.72009151062,0.5076429843902588,1831304.6042865533
48575.71514025582,0.509129524230957,1831285.734172664
48575.43168519088,0.5106184482574463,1831266.8598278274
48572.47689569997,0.5121049880981445,1831007.9664302752
4874743.834375837,0.5135931968688965,1830578.5139070395
48601.0423912094,0.5150823593139648,1830405.333596795
48573.30074619944,0.5165696144104004,1830405.2991915038
48573.259677830545,0.5180575847625732,1830405.2647803454
48562.66834746854,0.5195450782775879,1830387.4709342301
48562.40893806792,0.5210342407226562,1830369.680169746
48591.431916525624,0.5220248699188232,1828918.6426120042
19554521.122645885,0.5235135555267334,1831400.4183649938
48537.515876974794,0.525507926940918,1828613.9837030035
48537.41470870087,0.526984453201294,1828613.9493680818
48537.41255865997,0.5279769897460938,1828613.9146636745
48536.704748209624,0.5294654369354248,1828591.0342508412
48536.339609327595,0.5309536457061768,1828568.1331620216
48535.3388512194,0.5324416160583496,1828492.4784028267
748298.5349898791,0.5339288711547852,1828146.970971541
48739.39121928409,0.5354166030883789,1828142.873347997
48543.99616880858,0.5369057655334473,1828142.838865306
48543.94177103201,0.5378978252410889,1828142.8045163795
48529.94724066469,0.5393855571746826,1828125.0879269633
48529.690814355636,0.5408730506896973,1828107.3758616352
48732.10135027196,0.5458347797393799,1826174.661706696
16092420.457076801,0.5587301254272461,1827945.1040488014
48500.23111062639,0.561208963394165,1826057.9884451763
48500.227385408485,0.563194751739502,1826057.954162921
48500.226683579545,0.5651781558990479,1826057.9163470864
48499.509385094825,0.5671627521514893,1825980.8195288482
48502.92914294268,0.5696496963500977,1825903.4698851337
48510.645960478716,0.5716283321380615,1825880.7616715902
234702.4418896154,0.5741045475006104,1825873.9814911257
48497.70074111844,0.5760893821716309,1825873.5629398846
48497.69556913955,0.5780866146087646,1825873.5286612082
48497.69434927011,0.5805535316467285,1825873.4898614406
48497.187993844374,0.5825369358062744,1825841.286422889
48496.694739281476,0.5845210552215576,1825809.0183931512
48496.51204065506,0.5865118503570557,1825770.4706087
137088.30814206175,0.5884904861450195,1825746.2609054556
48496.04136213503,0.5899779796600342,1825746.1067745867
48495.73425443712,0.5919640064239502,1825746.0724984664
48495.733700357916,0.5944154262542725,1825746.0381916054
48494.473119132635,0.5964071750640869,1825590.4302306843
48552.87913658583,0.5983850955963135,1825434.3162242991
48564.28511099377,0.5998737812042236,1825414.5397580042
704856.9764241226,0.6023530960083008,1825409.012583076
48491.06957592324,0.603839635848999,1825405.3750701637
48491.06348654267,0.6053280830383301,1825405.3408008611
48491.06190297667,0.6068170070648193,1825405.3014946284
48490.51476089536,0.6088745594024658,1825378.1247222526
48490.07717191711,0.610288143157959,1825350.9049770941
48490.06192499425,0.6117761135101318,1825301.4434716888
189806.05950164777,0.6137778759002686,1825276.494957161
48489.122059546295,0.6152482032775879,1825276.2152779456
48488.99932059981,0.616753101348877,1825276.181011472
48488.9987766368,0.6187207698822021,1825276.1466689708
48487.54990741551,0.6202073097229004,1825093.803482314
48588.47439286465,0.6216955184936523,1824910.8690514795
48506.529767647575,0.6236803531646729,1824891.4456831622
637201.6241064506,0.6251685619354248,1824879.4035830726
48483.34626925311,0.627152681350708,1824876.4277183474
48483.28798167865,0.6286413669586182,1824876.393459995
48483.28739177663,0.6301283836364746,1824876.3590273666
48482.37576159592,0.6321127414703369,1824770.2345869886
48496.50127260681,0.6335992813110352,1824663.7729524677
48507.53046702859,0.6350891590118408,1824642.7774233865
388552.2292953033,0.6365931034088135,1824635.6608483258
48479.989083203815,0.6385602951049805,1824634.5435728384
48479.98317196013,0.6400651931762695,1824634.5093191909
48479.98182806652,0.6415359973907471,1824634.4707262241
48479.4647160381,0.6435210704803467,1824604.7669580248
48478.994862631276,0.6455035209655762,1824575.0098319128
48478.81724372518,0.6469931602478027,1824532.223564275
161940.09159486927,0.6484792232513428,1824505.0857213442
48478.26161863758,0.6499691009521484,1824504.8774593857
48477.97669445291,0.6514561176300049,1824504.8432083789
48477.97609701776,0.6529436111450195,1824504.8089216093
48477.12485504294,0.6544320583343506,1824407.367304266
48487.104255119266,0.6564152240753174,1824309.6213746688
48481.29184111929,0.6579039096832275,1824288.255265769
296107.3283754544,0.6598875522613525,1824275.5715236447
48474.744329714704,0.6618716716766357,1824274.9154672076
48474.695439362215,0.6633601188659668,1824274.881221004
48474.69481683247,0.6648471355438232,1824274.846755277
48473.93656800778,0.6663477420806885,1824191.0982798156
48479.06282636072,0.668320894241333,1824107.094573359
48474.72394386257,0.6698083877563477,1824084.9373693287
208120.32297294994,0.6712961196899414,1824070.5137201706
48471.86129625022,0.6727843284606934,1824070.1809498328
48471.74942004283,0.6747689247131348,1824070.1467077464
48471.748882655906,0.6762576103210449,1824070.112383285
48470.18264280392,0.6782402992248535,1823870.7023698273
48606.589170385654,0.6797301769256592,1823670.6506792034
48987.525869514015,0.6812162399291992,1823651.4056686426
888018.2775374741,0.6827218532562256,1823652.8379476075
48466.441466799835,0.6846902370452881,1823647.074433152
48466.43783480146,0.6861755847930908,1823647.0401986504
48466.41027999997,0.6876649856567383,1823646.7600116718
48465.42055622395,0.6891515254974365,1823626.308507045
48465.10759648384,0.691136360168457,1823605.760836529
48502.97650344183,0.6926238536834717,1823480.9258214482
168315.22282718128,0.6941146850585938,1823478.2662071802
48463.30076933561,0.6960954666137695,1823478.042649628
48463.30020356356,0.6975834369659424,1823478.0084195568
48463.28907885364,0.6990728378295898,1823477.3161336584
48461.981761568684,0.7005600929260254,1823324.1434215945
48521.75296191561,0.7020485401153564,1823159.6059666849
55110.75811103575,0.7035353183746338,1823139.6483110017
159782.8281197609,0.7055208683013916,1823139.5794524334
48459.644051595205,0.7070069313049316,1823139.3762975265
48459.63891496098,0.7089922428131104,1823139.3420726235
48458.191387517785,0.7109754085540771,1823120.1468997656
48457.90466769913,0.7129611968994141,1823100.806375349
48454.87697096271,0.7144486904144287,1822887.279038761
3641785.972198599,0.715935230255127,1806260.446463818
1752395.028839046,0.7174437046051025,1806186.0991419188
60718.84497100876,0.7194085121154785,1806163.6945363064
60675.008932145065,0.7208950519561768,1806163.6408241838
48217.92674675011,0.7223842144012451,1806141.2611535555
48217.686692683645,0.7238712310791016,1806123.9354169155
938939.8185359483,0.7258553504943848,1436323.4295975878
3227632507.675532,0.7273437976837158,77349890.84678343
43484.65863250619,0.7288327217102051,1436222.1177854175
43484.657604228,0.7308163642883301,1436222.090227021
43482.95878992697,0.7323043346405029,1436176.5336001685
42650.45880969424,0.7337915897369385,1371149.25151397
2068252815.0716152,0.7352802753448486,34590316.92061203
141038090.40421277,0.7372641563415527,3554945.1500609093
23625457.44394993,0.7387509346008301,3405917.6725715986
23579250.496893205,0.7402393817901611,3397790.454170277
96102.62339775024,0.7422237396240234,1326173.988163135
94476.76106537678,0.7437117099761963,1326105.7475818612
11915672.818424962,0.7451992034912109,1325292.4041659988
12652562.457359046,0.7471840381622314,1325424.277033385
41788.61958488605,0.7486717700958252,1324257.6996953934
41788.57581492063,0.7501587867736816,1324257.6742448169
41241.95170803383,0.7516469955444336,1323634.3204608008
41232.265291258554,0.753136157989502,1323019.247198399
54662886.50803813,0.7551193237304688,1331619.4938313554
93184.0585298006,0.7566077709197998,1309845.5966020338
41025.93165615933,0.7585921287536621,1309845.521061574
41025.92910063275,0.760080099105835,1309845.4965315075
41025.14062557259,0.7615683078765869,1309830.3335452585
41024.845859245295,0.7635509967803955,1309815.1606547788
41024.590014604495,0.7650399208068848,1309743.2068072532
524846.7066017898,0.7665274143218994,1309700.4053148853
41023.16106667691,0.7680332660675049,1309698.3857246751
41022.93523882994,0.7699995040893555,1309698.3611980574
41022.934216804795,0.7715051174163818,1309698.3366158549
41022.48839209514,0.7729759216308594,1309676.888586866
41022.08134238837,0.7749619483947754,1309655.4060218136
41021.60561556574,0.7764484882354736,1309625.2440025732
48769.34570203589,0.7784340381622314,1309578.7584235854
41216.50968325519,0.7799205780029297,1309578.72522098
41021.29436073789,0.7814083099365234,1309578.7005794637
41021.291763228466,0.7829070091247559,1309578.6760547813
41020.5035366865,0.7848803997039795,1309563.764748897
41020.233296115766,0.7863674163818359,1309548.8444598257
41019.2607152959,0.7878572940826416,1309470.275358525
974404.7378730971,0.7893447875976562,1309330.6462271893
41025.23904771319,0.7908310890197754,1309323.7151548846
41018.75305896196,0.7928164005279541,1309323.6906295232
41018.743835179586,0.794304370880127,1309323.6660905492
41016.28713404046,0.7962892055511475,1309310.5610693458
41016.069138173145,0.7977755069732666,1309297.4546421098
41014.344051749555,0.7992634773254395,1309010.456971499
4536001.649084867,0.8007514476776123,1308932.8797323448
41010.37555440674,0.8027365207672119,1308782.9341327925
41009.13299565909,0.8042237758636475,1308782.9096220657
41009.1273929415,0.8057122230529785,1308782.8850565515
41007.595309316406,0.8076953887939453,1308769.4175879033
41007.374351225924,0.8096809387207031,1308755.9469827542
41016.298070279576,0.8111677169799805,1308575.1788927105
882253.1673176978,0.8126556873321533,1308558.8445326285
41004.169003903466,0.8141477108001709,1308553.160253418
41004.16563636158,0.8161277770996094,1308553.135749372
41004.16520471517,0.817617654800415,1308553.1095744227
41001.639432047865,0.8191030025482178,1308247.9931363254
42241.32275928176,0.8210875988006592,1307942.1097835323
46875.1767060652,0.8225769996643066,1307928.6663890097
2074207.9396231177,0.8240635395050049,1307957.7422247883
40995.82444697474,0.8260486125946045,1307926.37861642
40995.8179278794,0.8275349140167236,1307926.3541223437
40995.27507376353,0.8290243148803711,1307924.1104908842
40994.02094682577,0.8310089111328125,1307910.7918444062
40993.80060463597,0.8324949741363525,1307897.0887456045
41967.28413942462,0.8339836597442627,1307592.3251582196
275377.55343397456,0.8354709148406982,1307592.1002747822
40988.998667482716,0.8369603157043457,1307591.535434347
40988.99821110866,0.8389437198638916,1307591.5109484298
40988.37410988955,0.8404309749603271,1307544.4468851255
40991.1012468824,0.8420982360839844,1307462.781772543
40993.869224368056,0.8439028263092041,1307441.1800975434
242242.9234483804,0.8453912734985352,1307432.5081489494
40987.16565221318,0.8468787670135498,1307432.068270152
40986.62810175158,0.8483679294586182,1307432.0437867418
40986.62707790924,0.8503518104553223,1307432.019280272
40986.20728017388,0.8518409729003906,1307411.9161745794
40985.85220528719,0.8533270359039307,1307391.783614473
40985.97646061671,0.8548150062561035,1307358.5239154547
133541.6491070314,0.8568007946014404,1307344.7065604618
40985.13739579536,0.8582885265350342,1307344.5643546937
40985.08578164709,0.8602707386016846,1307344.5398734165
40985.0853910312,0.8617596626281738,1307344.5152991805
40972.185688742975,0.8632476329803467,1305728.4470159744
136951.9953834529,0.8652307987213135,1304171.7217308504
335826.9642814455,0.8667197227478027,1304096.3119360479
22895257.965434153,0.8682069778442383,1307913.6073577101
40943.23367409015,0.8696951866149902,1304093.7751195582
40943.196382242284,0.871680736541748,1304093.750688294
40933.62078185615,0.8731670379638672,1304081.8458410106
40933.40096315884,0.8746554851531982,1304069.2288109919
40932.55374179203,0.8761434555053711,1303997.0217235363
891341.9502963714,0.8781459331512451,1303862.354199401
40934.24965413852,0.8796181678771973,1303856.5524853412
40930.0479166428,0.8811037540435791,1303856.528067294
40930.04751003694,0.8830866813659668,1303856.503650573
40928.037040489915,0.8845760822296143,1303615.9188694714
41521.7221143545,0.8860647678375244,1303374.6668321148
41187.67031401969,0.8875508308410645,1303361.318498619
1702603.9827266692,0.889535665512085,1303373.476602221
40922.23308159477,0.8910236358642578,1303352.3402553038
40922.22501890127,0.8930082321166992,1303352.315849092
40922.22400612507,0.8944957256317139,1303352.2898110426
40921.81567197693,0.8959848880767822,1303331.2904693454
40921.447997662806,0.8974709510803223,1303310.2558015469
40921.14957210359,0.8989596366882324,1303279.4237761497
137561.43844847183,0.9009442329406738,1303250.7730673722
40921.560030509325,0.9024319648742676,1303250.6229195243
40920.58970392332,0.903918981552124,1303250.5985146903
40920.588867631595,0.9054245948791504,1303250.5740998965
40920.19243820232,0.9073920249938965,1303227.432761919
40919.80419043537,0.9088785648345947,1303204.2499799947
40919.5832183624,0.910862922668457,1303177.1136244638
107847.36963376556,0.9123516082763672,1303157.3247740965
40919.49209619415,0.9138400554656982,1303157.2277695024
40919.029088849515,0.9153270721435547,1303157.2033668314
40919.02858753536,0.9173121452331543,1303157.1789512085
40918.47285086235,0.918799638748169,1303103.1735270822
40920.937652616514,0.9202873706817627,1303049.0082847087
40952.107339364455,0.9217760562896729,1303032.7681397023
139227.84156090708,0.923759937286377,1303030.9473605636
40917.238492195305,0.9256231784820557,1303030.7939047888
40917.23706115598,0.9272317886352539,1303030.7695045308
40917.22913059031,0.9287207126617432,1303030.6202373926
40916.7609440075,0.9302074909210205,1303012.898603014
40916.446114869126,0.9316961765289307,1302995.0494571787
40921.06862650574,0.9331889152526855,1302952.1799115806
