GradientNorms,TimeTaken,FunctionValues,Accuracy
97.96643294261112,0.0069446563720703125,2.081481495145243,0.9
96.67913472948426,0.0069446563720703125,1.8844725409438579,
94.750314110472,0.0069446563720703125,1.691689319297953,
91.92145655168136,0.0069446563720703125,1.5073920965200627,
87.90079248492681,0.0074405670166015625,1.3350925671763796,
82.43279384641528,0.0074405670166015625,1.1789590360517073,
75.41995335566432,0.0074405670166015625,1.043218341225743,
67.05604183895292,0.0074405670166015625,0.9311043040401098,
57.87248626307773,0.0074405670166015625,0.8437113621388691,
48.61716980601091,0.0074405670166015625,0.779448790814864,
40.01539556674298,0.007936477661132812,0.734549135583842,
32.57004111287399,0.007936477661132812,0.7043126593078347,
26.50311028501619,0.007936477661132812,0.6843050360265971,
21.810582821909307,0.007936477661132812,0.6710048907994157,
18.34979458587067,0.007936477661132812,0.6619162039715126,
15.910040561159683,0.007936477661132812,0.6553974334886303,
14.259990979991898,0.007936477661132812,0.6504203698946369,
13.181121535779718,0.008432149887084961,0.6463608859893706,
12.49047501185246,0.008432149887084961,0.6428476751350698,
12.050309523754079,0.008432149887084961,0.6396626499150104,
11.765548450470607,0.008432149887084961,0.6366787413751089,
11.574654967275931,0.008928537368774414,0.633822265229798,
11.439515908627717,0.008928537368774414,0.6310505925431175,
11.33718862271942,0.008928537368774414,0.628339063683397,
11.254105821210569,0.008928537368774414,0.6256733801178268,
11.182330863090913,0.008928537368774414,0.623045204034821,
11.117250976533711,0.008928537368774414,0.6204496220674302,
11.0561953937905,0.009425878524780273,0.6178836867990976,
10.99762103773039,0.009425878524780273,0.6153455793257987,
10.94063729203566,0.009425878524780273,0.6128341288881545,
10.884730245552147,0.009425878524780273,0.6103485374898915,
10.829603222016122,0.009425878524780273,0.6078882220797955,
10.775084737648445,0.009425878524780273,0.6054527241177368,
10.721075433750869,0.00992131233215332,0.6030416577504453,
10.667517496779684,0.00992131233215332,0.6006546801070325,
10.614377039954565,0.00992131233215332,0.5982914742673627,
10.561633952036662,0.00992131233215332,0.5959517394920375,
10.509276047262892,0.00992131233215332,0.593635185614323,
10.457295692957262,0.00992131233215332,0.591341529818214,
10.405687864750282,0.010416984558105469,0.5890704947849902,
10.354449024681507,0.010416984558105469,0.5868218076248971,
10.303576473855593,0.010416984558105469,0.584595199259373,
10.253067978940598,0.010416984558105469,0.5823904040618293,
10.202921556803341,0.010416984558105469,0.5802071596467525,
10.153135350542598,0.010416984558105469,0.5780452067437832,
10.103707558397602,0.010912656784057617,0.5759042891203522,
10.054636393278313,0.010912656784057617,0.5737841535319186,
10.005920060048728,0.010912656784057617,0.5716845496877416,
9.957556743113418,0.010912656784057617,0.5696052302252391,
9.909544599987946,0.011408090591430664,0.567545950688929,
9.861881758344794,0.011408090591430664,0.5655064695116562,
9.814566315075337,0.011408090591430664,0.563486547996787,
9.767596336516295,0.011408090591430664,0.5614859503006239,
